False,"(1, 5)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25], 2: ['Dull Dagger', False, False, False, 45, 'one_handed', 8, 60, 25]}","[{'Attack': 12, 'Defense': 5, 'HP': 60}, 'Goblin', 0.1, 25]","['N', 'E', 'S', 'W']"
False,"(2, 5)",False,"{0: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25]}","[{'Attack': 15, 'Defense': 10, 'HP': 120}, 'Hellhound', 0.05, 10]","['N', 'E', 'S', 'W']"
False,"(3, 5)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Iron Dagger', False, False, False, 35, 'one_handed', 12, 100, 25]}",[],"['N', 'E', 'S', 'W']"
False,"(4, 5)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25]}",[],"['N', 'E', 'S', 'W']"
False,"(5, 5)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(6, 5)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'S', 'W']"
False,"(0, 6)",False,{},"[{'Attack': 15, 'Defense': 10, 'HP': 120}, 'Hellhound', 0.05, 10]","['N', 'E', 'S']"
False,"(1, 6)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Iron Dagger', False, False, False, 35, 'one_handed', 12, 100, 25]}","[{'Attack': 15, 'Defense': 10, 'HP': 120}, 'Hellhound', 0.05, 10]","['N', 'E', 'S', 'W']"
False,"(2, 6)",False,{},[],"['N', 'E', 'S', 'W']"
False,"(3, 6)",False,{},[],"['N', 'E', 'S', 'W']"
False,"(4, 6)",False,"{0: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25], 1: ['Dull Dagger', False, False, False, 45, 'one_handed', 8, 60, 25]}",[],"['N', 'E', 'S', 'W']"
False,"(5, 6)",False,{},[],"['N', 'E', 'S', 'W']"
False,"(6, 6)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25]}",[],"['N', 'S', 'W']"
False,"(0, 7)",False,{},[],"['N', 'E', 'S']"
False,"(1, 7)",False,{},[],"['N', 'E', 'S', 'W']"
False,"(2, 7)",False,{},[],"['N', 'E', 'S', 'W']"
False,"(3, 7)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(4, 7)",False,{},"[{'Attack': 15, 'Defense': 10, 'HP': 120}, 'Hellhound', 0.05, 10]","['N', 'E', 'S', 'W']"
False,"(5, 7)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(6, 7)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25]}","[{'Attack': 12, 'Defense': 5, 'HP': 60}, 'Goblin', 0.1, 25]","['N', 'S', 'W']"
False,"(0, 8)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S']"
False,"(1, 8)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(2, 8)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(3, 8)",False,{},[],"['N', 'E', 'S', 'W']"
False,"(4, 8)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(5, 8)",False,{},[],"['N', 'E', 'S', 'W']"
False,"(6, 8)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Dull Dagger', False, False, False, 45, 'one_handed', 8, 60, 25]}",[],"['N', 'S', 'W']"
False,"(0, 9)",False,{},[],"['N', 'E', 'S']"
False,"(1, 9)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25], 2: ['Dull Dagger', False, False, False, 45, 'one_handed', 8, 60, 25], 3: ['Iron Dagger', False, False, False, 35, 'one_handed', 12, 100, 25]}",[],"['N', 'E', 'S', 'W']"
False,"(2, 9)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25], 2: ['Dull Dagger', False, False, False, 45, 'one_handed', 8, 60, 25]}","[{'Attack': 12, 'Defense': 5, 'HP': 60}, 'Goblin', 0.1, 25]","['N', 'E', 'S', 'W']"
False,"(3, 9)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(4, 9)",False,"{0: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25], 1: ['Dull Dagger', False, False, False, 45, 'one_handed', 8, 60, 25]}",[],"['N', 'E', 'S', 'W']"
False,"(5, 9)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(6, 9)",False,{},"[{'Attack': 15, 'Defense': 10, 'HP': 120}, 'Hellhound', 0.05, 10]","['N', 'S', 'W']"
False,"(0, 10)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Iron Dagger', False, False, False, 35, 'one_handed', 12, 100, 25], 2: ['Aristocrat Dagger', False, False, False, 15, 'one_handed', 18, 250, 30]}","[{'Attack': 12, 'Defense': 5, 'HP': 60}, 'Goblin', 0.1, 25]","['N', 'E', 'S']"
False,"(1, 10)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Dull Dagger', False, False, False, 45, 'one_handed', 8, 60, 25]}","[{'Attack': 12, 'Defense': 5, 'HP': 60}, 'Goblin', 0.1, 25]","['N', 'E', 'S', 'W']"
False,"(2, 10)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25]}",[],"['N', 'E', 'S', 'W']"
False,"(3, 10)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(4, 10)",False,{},[],"['N', 'E', 'S', 'W']"
False,"(5, 10)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(6, 10)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25], 2: ['Dull Dagger', False, False, False, 45, 'one_handed', 8, 60, 25]}",[],"['N', 'S', 'W']"
False,"(0, 11)",False,{},"[{'Attack': 12, 'Defense': 5, 'HP': 60}, 'Goblin', 0.1, 25]","['N', 'E', 'S']"
False,"(1, 11)",False,"{0: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25], 1: ['Dull Dagger', False, False, False, 45, 'one_handed', 8, 60, 25]}",[],"['N', 'E', 'S', 'W']"
False,"(2, 11)",False,{},[],"['N', 'E', 'S', 'W']"
False,"(3, 11)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(4, 11)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25]}",[],"['N', 'E', 'S', 'W']"
False,"(5, 11)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25]}",[],"['N', 'E', 'S', 'W']"
False,"(6, 11)",False,{},[],"['N', 'S', 'W']"
False,"(0, 12)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S']"
False,"(1, 12)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25]}","[{'Attack': 12, 'Defense': 5, 'HP': 60}, 'Goblin', 0.1, 25]","['N', 'E', 'S', 'W']"
False,"(2, 12)",True,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25]}",[],"['N', 'E', 'S', 'W']"
True,"(3, 12)",True,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(4, 12)",False,{},[],"['N', 'E', 'S', 'W']"
False,"(5, 12)",False,{},[],"['N', 'E', 'S', 'W']"
False,"(6, 12)",False,{},[],"['N', 'S', 'W']"
False,"(0, 13)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25], 2: ['Iron Dagger', False, False, False, 35, 'one_handed', 12, 100, 25]}",[],"['N', 'E', 'S']"
False,"(1, 13)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25]}",[],"['N', 'E', 'S', 'W']"
False,"(2, 13)",False,{},[],"['N', 'E', 'S', 'W']"
False,"(3, 13)",True,{},[],"['N', 'E', 'S', 'W']"
False,"(4, 13)",True,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'S', 'W']"
False,"(5, 13)",True,{},[],"['N', 'E', 'S', 'W']"
False,"(6, 13)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25], 2: ['Iron Dagger', False, False, False, 35, 'one_handed', 12, 100, 25]}",[],"['N', 'S', 'W']"
False,"(0, 14)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E']"
False,"(1, 14)",False,{},[],"['N', 'E', 'W']"
False,"(2, 14)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40], 1: ['Rusty Dagger', False, False, False, 50, 'one_handed', 6, 25, 25]}",[],"['N', 'E', 'W']"
False,"(3, 14)",False,"{0: ['Wooden Stick', False, False, False, 75, 'one_handed', 5, 20, 40]}",[],"['N', 'E', 'W']"
False,"(4, 14)",False,{},[],"['N', 'E', 'W']"
False,"(5, 14)",True,{},[],"['N', 'E', 'W']"
False,"(6, 14)",False,{},[],"['N', 'W']"
